index,timestamp,value_hex
6302221,2026-07-19T21:47:30+00:00,24e07e9e43741d06a445dcdbb6741ea72a5caf82fd2b4a785effca66bcc65c60
6302222,2026-07-19T21:48:00+00:00,92af8d5e71fea6e0c114395a66cd731d8483ccdaa3917668b2e1e47a75a6caa3
6302223,2026-07-19T21:48:30+00:00,f7b4fb46a9ea05818a1556c276d3ca976631aa4d2245406a42ef0764272d0a85
6302224,2026-07-19T21:49:00+00:00,a785b2f949a9b9dd8691511335648bdd34cac04b1210d83c62df6e0651fc54bf
6302225,2026-07-19T21:49:30+00:00,d2e6928d4eaf955ad6ad6e166767354fceca3682111b9cffd012f23a6de93bf4
6302226,2026-07-19T21:50:00+00:00,f745e514aa4db6dfa3f7ca51d4523fdb9022ec412ac86024722e80953d8d162b
6302227,2026-07-19T21:50:30+00:00,5d7f7023b4577cc9ab44286e6cd55741e31ce84ce5ebef95f205af1cfdae4965
6302228,2026-07-19T21:51:00+00:00,4697ba835d8b13d5538282b358bdc5c1254f0a87351f09e9a14aeac9ad059103
6302229,2026-07-19T21:51:30+00:00,8d9077c351d71d4deec526078406b6b1ec9dd4ac5a199cd31463b6b5c077d8c8
6302230,2026-07-19T21:52:00+00:00,32faa4394097add58074183a235dbe0ec23c82503ec22894c5ae5ae8bfd5d321
6302231,2026-07-19T21:52:30+00:00,4fb3dc5ad73c68728b3866d2d45b8561226f8d6dcda78839c533785c15a805b2
6302232,2026-07-19T21:53:00+00:00,475e8b01cf7de7db23d3e6bd353cf39f8f01448e60c8753575d11c5445c3e4eb
6302233,2026-07-19T21:53:30+00:00,076b56d942f10fb3d67dbbee5727e0fa2b3bc814331c7738f71974ffacd2b2ce
6302234,2026-07-19T21:54:00+00:00,7f4a9df4201bf166bf505b88c5fa40a2a9f0259019940e66ea8432f31786db01
6302235,2026-07-19T21:54:30+00:00,62732f858628ca5633c0482795b084873718613a065f0b3876f1d6dd6f6abeff
6302236,2026-07-19T21:55:00+00:00,dabfd7e065d36927ca7e1d58f3e8637c470efc9ad2f455ff497f0644bbf80beb
6302237,2026-07-19T21:55:30+00:00,66b7e3ffca96aebda21287a740879393fafc63cc39981cec570cbd74ee0df130
6302238,2026-07-19T21:56:00+00:00,1239bda402ea7c12e6026086d3b0856125d28953f716266e92d10b373e9ba144
6302239,2026-07-19T21:56:30+00:00,f06dbb9eaf4b820a31edf7a2833b9bdf2695acb8118d794d231ec4c8b24ba01b
6302240,2026-07-19T21:57:00+00:00,68cc6cbe8ac25d092167c0452977dc183feaccf30cdce346d2934acb5ef8a65d
6302241,2026-07-19T21:57:30+00:00,c8c714b4adfca21365c505d55fd7278f9cfa737a9bc2f17b8fe32f7c067197ec
6302242,2026-07-19T21:58:00+00:00,e2e0fd8b686dbe6c7616096aeaba94eac9ef0cefe2cd4cc29b19f91fceb451cd
6302243,2026-07-19T21:58:30+00:00,123c5cd0b0b1c130ae3a407f8fd06e933ac5e1dde20a4a05432245bfffd17715
6302244,2026-07-19T21:59:00+00:00,404e0b804bb4cb614be4bef1f9a32ca35a6ddb9828f089b586cf93d48da81bd3
6302245,2026-07-19T21:59:30+00:00,0d0ca820686f6b6b9599d5f5499685ce4d61cb5615d7fc965b09414190c45dd8
6302246,2026-07-19T22:00:00+00:00,b49372d736a2449189b1e20f9209e70554f796f11a676b8493e57986d6c56b94
6302247,2026-07-19T22:00:30+00:00,ef5b337015da8e06a4834015fab1f141ab152467ef82be37ed57ac252442fcb8
6302248,2026-07-19T22:01:00+00:00,8efeee130bff5fe48155921a87bb8f7a73faccc5fc4ec95cb06981365b59490b
6302249,2026-07-19T22:01:30+00:00,b14588e34305d9577d87c2ce8baa59b0295fddfae02bd03ee24ffb7665bc291e
6302250,2026-07-19T22:02:00+00:00,2a70d7076b040ec037849a9d474dd942bd954de0095e9e8eaa42384ca9a50638
6302251,2026-07-19T22:02:30+00:00,88cdce382810529d5ff4c7a01efa8ebf5f2504a9827c2bd5344f4085fe9a5056
6302252,2026-07-19T22:03:00+00:00,919c829f35971f7dcdcdc07288e835c0d8113bf5b64a84f025d4e26619056b9e
6302253,2026-07-19T22:03:30+00:00,297295d8604959a32d5122d44dda51c99f9628b296cb96c5d043c210b565226c
6302254,2026-07-19T22:04:00+00:00,4eb3d0ea8d97d28c19ae4f97c59b848501a50ec55f991bf6b21d81f1684b250b
6302255,2026-07-19T22:04:30+00:00,785a1bf4aed044bdd893113af6b0b1d81cb9b1090054bc42213ba1c5851158b2
6302256,2026-07-19T22:05:00+00:00,3f1ee21f1fd25082c1a3e61bf4e85a581cdbf131c7deb402dcd1fc74596bac22
6302257,2026-07-19T22:05:30+00:00,f004f46dc31d9b1e260b180cb93d8b233294fa20bf849cf2b413d9cc0309f2ac
6302258,2026-07-19T22:06:00+00:00,3de495e4d058ea89489d5032a003cd450ad8a190d12242b56aa51f3e11f6e65b
6302259,2026-07-19T22:06:30+00:00,b51da9efbe9db48fc078a6fc4f0c25e52531cd288dbdbe885dc8f95bdea42c05
6302260,2026-07-19T22:07:00+00:00,54992dc461f64e14e0afa0d6daa28c4f1b3c89dfefab1f6d908816b96efa122b
6302261,2026-07-19T22:07:30+00:00,93db7982aae71b94b821e19aca9b6bb8ffc4874e4bcf653a4dc0db83123038b4
6302262,2026-07-19T22:08:00+00:00,4bf2807f8eb6922a709a44cb830bc564ae2f099c86e9e57a2f2a0c1c76f1faaa
6302263,2026-07-19T22:08:30+00:00,7994197983aff3300dacc3cbbe758c8057bb832501bfce5d4bbf3f46925533da
6302264,2026-07-19T22:09:00+00:00,72f4a2ecf4f714e2272c3e0fed41c0ab36f723dffe75829bc3e6de770046af24
6302265,2026-07-19T22:09:30+00:00,68eecf3fe3043114ec1331c7e5c5e2ccebd4d8f9e5bf023073e0394e582c9835
6302266,2026-07-19T22:10:00+00:00,36a7d2301bcfc0ab5f113110598bc8c7db9d4bb79647d77a2e22f95c6aea2522
6302267,2026-07-19T22:10:30+00:00,3b6afd80e70d8c093fe7ee4f1f67718cc666da9560ebce4d65258af984cd4fec
6302268,2026-07-19T22:11:00+00:00,861a24df740039a7da6cce7b42c7a5aed6331e2da3bffb46fd95f602a18ffe1b
6302269,2026-07-19T22:11:30+00:00,366c38fbe22226d6aec06199857f4501b6eec8d99b9dcc66944f48a919768c19
6302270,2026-07-19T22:12:00+00:00,25f27c4a7c44ae8b374548704b5c6001d28e76aec4ed2a3bc715244459f885be
6302271,2026-07-19T22:12:30+00:00,028f3ef697b8541c965dc5fbdec32d99e275a07384584ddd45d0ec5b2cc562b4
6302272,2026-07-19T22:13:00+00:00,18717c88894067e22d615478566525111678c755d089e4b77ba3b9dc95164096
6302273,2026-07-19T22:13:30+00:00,cf0bdcecbde86b6e97aee0fabbfffb838eb8b88ce1b1a7a49e6967e8436ccd0c
6302274,2026-07-19T22:14:00+00:00,66a08e872d9043dc0bbad9b8eef0c420ff8f71aa8c5d78dda7b27c9ba54107e6
6302275,2026-07-19T22:14:30+00:00,438893986d621f67740c2c92f346c4b060eb56786d87dfdb49e7f8cc1d8ef320
6302276,2026-07-19T22:15:00+00:00,4718953e76fbe81a12506efdc07f3444eea31b9a69070b9ae3006f23ec9079da
6302277,2026-07-19T22:15:30+00:00,efaf4e2d7630165dbfc50b195c5b4b30929de704f2f7f7b700392ef9ea137b59
6302278,2026-07-19T22:16:00+00:00,41cb32ef955a79b3a10cc018a04d76e2f33a8f962d9405b264eac50f4fceed38
6302279,2026-07-19T22:16:30+00:00,1690cd3205e931e2eee476839f6b39ed53bd19cb0847c2f68e20f8fbc899e26a
6302280,2026-07-19T22:17:00+00:00,af93a6744ecfae0eabae0ccbf8144fe7f63688dd1d39d0c7d13a40eb591b5757
6302281,2026-07-19T22:17:30+00:00,247d85bb2f498a73ce7a9ee405e7d28e4525685fffe3c09c0a0196f5ae8b3e2b
6302282,2026-07-19T22:18:00+00:00,16047cc700ec2f3f7be55c775ab18fcc7f3b21ee4f6727786e7390dbb1154adf
6302283,2026-07-19T22:18:30+00:00,190a81fddba573a162f42b8c1c28cefe2d44c970fd72a361082914cba5fb52fa
6302284,2026-07-19T22:19:00+00:00,1605c855db8c2c0f2828511fad258c1b687a44be6b10b0cb54e5a7f6c8880c07
6302285,2026-07-19T22:19:30+00:00,3287a731082edeae9030233a0a2a03b0b0847cb6f2d0b36be533e2737927c1f8
6302286,2026-07-19T22:20:00+00:00,fd97ecdf4e8ed746d350bfe3d524be96da69eb9723aa5bd0bf61899c1fa93b94
6302287,2026-07-19T22:20:30+00:00,c728b18d4634ff22670d541bd5e4552cd8635ba37b486161615f5ee752d1904b
6302288,2026-07-19T22:21:00+00:00,b30758c7a31d7437c741ef55c1700dcc41a1dcadf648fa49f445df55cd1c08b1
6302289,2026-07-19T22:21:30+00:00,e5d026fdaab0141f8ec3bd2aea64834c72ed21a5aafcca67c663cfc84c4030b9
6302290,2026-07-19T22:22:00+00:00,ae8a6c43ab987332b00af726f79efe887692bee8c7258da8f8e7c70cec40328f
6302291,2026-07-19T22:22:30+00:00,58f5f7f548b05ee4c02c2950c9d370f5986567876ceea406dbace1cfadf903ee
6302292,2026-07-19T22:23:00+00:00,e3ad6549899a88ccd075ff601d6e9d9faee83b6a30d0dc135414adb9446110c8
6302293,2026-07-19T22:23:30+00:00,a11003c11482295ea2f79e5c568adac57c9938a7d13210cf960fa6d50ba55880
6302294,2026-07-19T22:24:00+00:00,802ab908ac9144e9ac6c798d73f88d55dac945cb59f5deba55c7af053fa518bb
